timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-07-13 16:15:00,161.96,162.44,161.88,162.12,29991.255,2025-07-13 16:29:59.999,4863571.41051,17374,21743.867,3526043.08599
2025-07-13 16:30:00,162.11,162.11,161.6,161.76,32049.312,2025-07-13 16:44:59.999,5185959.8585,14551,22169.143,3586985.76739
2025-07-13 16:45:00,161.76,161.76,160.87,160.93,47148.408,2025-07-13 16:59:59.999,7600537.1561,28083,26192.384,4222548.2438
2025-07-13 17:00:00,160.93,161.39,160.53,161.21,26497.394,2025-07-13 17:14:59.999,4265533.6612,20875,16330.166,2629611.75053
2025-07-13 17:15:00,161.2,161.88,161.09,161.82,26836.097,2025-07-13 17:29:59.999,4332155.76404,13289,21214.759,3423993.8979
2025-07-13 17:30:00,161.82,162.44,161.77,162.33,21138.069,2025-07-13 17:44:59.999,3429471.83939,14309,12247.32,1986942.319
2025-07-13 17:45:00,162.33,162.79,162.33,162.67,16553.3,2025-07-13 17:59:59.999,2691138.64555,13865,8195.146,1332329.20964
2025-07-13 18:00:00,162.68,162.9,162.38,162.65,12977.942,2025-07-13 18:14:59.999,2110140.66698,15417,7162.67,1164590.77021
2025-07-13 18:15:00,162.65,163.25,162.62,163.09,39926.039,2025-07-13 18:29:59.999,6508942.7861,17486,19850.265,3236112.85464
2025-07-13 18:30:00,163.09,163.29,162.82,162.89,25012.063,2025-07-13 18:44:59.999,4077980.67781,14083,9581.568,1562144.16705
2025-07-13 18:45:00,162.89,163.24,162.66,163.08,18590.491,2025-07-13 18:59:59.999,3029283.98676,10556,8021.766,1307260.23222
2025-07-13 19:00:00,163.08,163.1,162.75,162.9,14441.058,2025-07-13 19:14:59.999,2352654.45892,8733,4916.235,800819.4869
2025-07-13 19:15:00,162.9,163.39,162.8,163.29,29114.172,2025-07-13 19:29:59.999,4748808.88735,9290,19023.334,3102593.20507
2025-07-13 19:30:00,163.3,163.55,162.96,162.98,25593.063,2025-07-13 19:44:59.999,4176987.68436,20887,10718.247,1749799.80999
2025-07-13 19:45:00,162.99,163.24,162.52,162.54,14167.356,2025-07-13 19:59:59.999,2307148.56571,13043,5907.336,961954.11386
2025-07-13 20:00:00,162.53,162.69,161.97,162.44,16580.594,2025-07-13 20:14:59.999,2690328.04642,17349,7272.009,1179958.98216
2025-07-13 20:15:00,162.44,162.88,162.44,162.86,11341.806,2025-07-13 20:29:59.999,1845694.37928,9322,7168.109,1166526.60001
2025-07-13 20:30:00,162.85,163.06,162.81,162.84,12267.002,2025-07-13 20:44:59.999,1999177.09886,9129,5223.69,851327.24817
2025-07-13 20:45:00,162.84,162.87,162.44,162.57,7072.368,2025-07-13 20:59:59.999,1149972.75963,8183,3468.617,563925.03819
2025-07-13 21:00:00,162.56,162.56,161.99,162.0,16113.825,2025-07-13 21:14:59.999,2615570.1701,8505,8978.429,1457873.84693
2025-07-13 21:15:00,162.0,162.06,161.76,161.89,25902.438,2025-07-13 21:29:59.999,4193855.37937,8721,19629.585,3178138.60191
2025-07-13 21:30:00,161.89,161.89,160.14,160.91,73806.044,2025-07-13 21:44:59.999,11876686.52883,26400,40434.473,6504191.25824
2025-07-13 21:45:00,160.91,161.3,160.39,160.56,37273.643,2025-07-13 21:59:59.999,5994511.27853,17004,23982.009,3856545.53795
2025-07-13 22:00:00,160.55,160.75,159.89,160.16,58292.823,2025-07-13 22:14:59.999,9338369.73305,33858,18605.557,2981710.31078
2025-07-13 22:15:00,160.15,160.48,159.63,160.12,38545.773,2025-07-13 22:29:59.999,6167422.64741,27701,11754.999,1881074.96202
2025-07-13 22:30:00,160.12,161.08,160.09,160.98,22938.566,2025-07-13 22:44:59.999,3685699.16229,14621,12381.575,1989671.74663
2025-07-13 22:45:00,160.98,161.06,160.73,160.8,13800.481,2025-07-13 22:59:59.999,2220978.69556,10485,6545.856,1053534.85687
2025-07-13 23:00:00,160.79,161.08,160.39,160.65,18418.057,2025-07-13 23:14:59.999,2960404.80464,12288,9076.183,1458855.81657
